kimg	g_loss	d_loss	real_sign_proxy	fake_sign_proxy	ada_p
255	2.01850244	0.648641381	0.840260268	0.913448205	0.20132461
256	2.03152831	0.644857073	0.84208286	0.913131085	0.202604984
257	2.04257809	0.642614812	0.843570158	0.912685381	0.203898081
258	2.05396335	0.640596855	0.845064869	0.912124538	0.205217462
259	2.0628935	0.639134761	0.84628034	0.91147464	0.206511042
260	2.06657658	0.638560574	0.846929742	0.910761769	0.207726716
261	2.06245925	0.63870818	0.847165117	0.909749992	0.208835339
262	2.0520586	0.639134459	0.84734779	0.908464692	0.209875996
263	2.03876324	0.639798675	0.847466376	0.907356251	0.210898309
264	2.025962	0.640660205	0.847509387	0.906875138	0.211951898
265	2.01163821	0.644018905	0.846276577	0.907633883	0.213052941
266	1.99471369	0.650308069	0.843496803	0.909345017	0.214174777
267	1.98054403	0.656409818	0.840692675	0.911071143	0.215305045
268	1.97448629	0.659205521	0.839387181	0.911874761	0.216431393
269	1.98110533	0.658166242	0.840013363	0.91085319	0.217560557
270	1.99603388	0.655667602	0.84142616	0.908496781	0.218696285
271	2.01109322	0.652761188	0.842851334	0.90598786	0.219819776
272	2.01810427	0.650498077	0.84351484	0.904508831	0.220912225
273	2.00752711	0.64909438	0.842516508	0.904011313	0.221962622
274	1.98367295	0.647918741	0.840265015	0.903613166	0.222984087
275	1.9596098	0.646813366	0.837993797	0.903348081	0.223993815
276	1.94840692	0.645620635	0.836936405	0.903250026	0.225008999
277	1.95372801	0.644040544	0.837487031	0.904388324	0.226033003
278	1.96573354	0.642226824	0.838729297	0.906955026	0.227057011
279	1.97784426	0.640727561	0.839982446	0.909544215	0.228081019
280	1.98348254	0.640090908	0.840565864	0.910749641	0.229105027
281	1.9822657	0.641197085	0.840304443	0.910742028	0.230108268
282	1.97901027	0.644091128	0.839635755	0.910718141	0.231096612
283	1.97444869	0.648015243	0.838762884	0.910679173	0.232112718
284	1.96931207	0.652211496	0.837888819	0.910625962	0.233199253
285	1.96058668	0.658280595	0.836820056	0.91024609	0.234419814
286	1.94791775	0.666456346	0.835497651	0.909381305	0.235746184
287	1.93646083	0.673663335	0.834369026	0.908298503	0.237079013
288	1.93137261	0.676825428	0.833881719	0.907264677	0.238318941
289	1.9321074	0.675092381	0.833921592	0.906130881	0.239424861
290	1.93415015	0.670815454	0.834035366	0.90481273	0.240460862
291	1.93717315	0.665577433	0.834209387	0.903716887	0.241482143
292	1.94085	0.660960718	0.834430127	0.903250133	0.242543895
293	1.94958272	0.656662408	0.835126363	0.904976459	0.243658661
294	1.96399688	0.652035308	0.836371395	0.908869289	0.244799004
295	1.97754081	0.648324084	0.837565982	0.912796226	0.245963412
296	1.98366128	0.64677389	0.838110742	0.914624456	0.247150383
297	1.9746684	0.650148673	0.837517033	0.912822653	0.248381975
298	1.95438714	0.657759141	0.836177971	0.908758709	0.249653894
299	1.9339282	0.665436287	0.834827178	0.90465916	0.250922132
300	1.9244033	0.669010471	0.8341983	0.902750568	0.252142672
301	1.93326416	0.667068443	0.834749395	0.903812436	0.253274239
302	1.95325006	0.662171797	0.836187814	0.906208024	0.254350895
303	1.97341108	0.655935907	0.838130314	0.9086246	0.255443187
304	1.98279727	0.649975664	0.840193678	0.909749665	0.256621666
305	1.97944062	0.64341203	0.843122916	0.909123922	0.257956161
306	1.97186573	0.635720561	0.847032981	0.907712236	0.25940536
307	1.96422448	0.629304078	0.850468373	0.906288182	0.260870485
308	1.96066701	0.626566092	0.851973249	0.905625197	0.262252748
309	1.96260038	0.629450895	0.851274094	0.906266579	0.263535608
310	1.96740001	0.635957331	0.849526877	0.907888419	0.264773526
311	1.97334311	0.64252077	0.847337289	0.909965189	0.26596777
312	1.97870738	0.645576455	0.845310795	0.911971361	0.267119595
313	1.98394804	0.643803453	0.843226237	0.914232367	0.2682184
314	1.98972505	0.639803627	0.840867726	0.91691391	0.269270284
315	1.99441215	0.635768756	0.83893078	0.91916258	0.27030313
316	1.99638248	0.633890276	0.838111135	0.920124725	0.271344827
317	1.99620981	0.635023322	0.838216775	0.917753491	0.272384768
318	1.99569426	0.637696567	0.838513593	0.912406197	0.273413192
319	1.99485986	0.640688006	0.838959151	0.907012053	0.274463089
320	1.99373015	0.642775843	0.839511214	0.904500747	0.275567458
321	1.9875766	0.643717568	0.840977162	0.905012246	0.276767926
322	1.9739101	0.644353966	0.843481343	0.906167262	0.278042848
323	1.95663892	0.645017251	0.845856136	0.907332397	0.279327934
324	1.93967276	0.646039442	0.846933645	0.907874839	0.280558885
325	1.91991159	0.648921796	0.845238211	0.907622308	0.281700117
326	1.89624737	0.653630706	0.841414618	0.906984415	0.282793363
327	1.87632155	0.658042726	0.837557526	0.90616958	0.283889331
328	1.86777759	0.660033998	0.835761812	0.905386136	0.285038722
329	1.87904717	0.658944587	0.837385437	0.904512211	0.286285191
330	1.9044634	0.656486859	0.841047602	0.903481263	0.287596681
331	1.93010231	0.654007597	0.844741852	0.902618721	0.288909195
332	1.9420388	0.652853349	0.846461752	0.902250105	0.290158731
333	1.93186867	0.654786436	0.846014944	0.902401777	0.291303137
334	1.90892899	0.659145948	0.845006324	0.902744003	0.292387089
335	1.88578832	0.663543656	0.843988867	0.903089229	0.293476771
336	1.87501492	0.665591059	0.843515179	0.903249952	0.294638365
